price
997.75
1012.54
1035.24
1114.92
1004.74
893.89
906.2
909.75
896.23
905.05
778.62
807.47
825.86
818.27
821.86
831.81
905.99
887.7
901.01
895.8
921.98
923.76
913.52
885.47
893.43
914.83
918.02
918.6
912.01
919.99
963.99
983.67
1009.17
1016.99
1033.18
1011.07
1023.99
1052.48
1050.4
986.0
996.08
1012.4
1000.73
1000.79
1008.88
1011.53
1032.7
1055.46
1056.4
1051.8
1084.0
1124.62
1130.01
1188.11
1180.14
1152.2
1179.05
1194.64
1191.21
1226.39
1257.6
1285.33
1260.0
1273.0
1278.49
1233.05
1150.05
1190.89
1116.97
1176.55
1226.62
1242.46
1245.86
1257.32
1172.62
1071.02
969.4
1017.97
1035.96
1114.39
1037.56
1029.65
929.06
956.02
960.0
1039.92
1043.99
1035.96
1033.7
1070.31
1083.94
1078.01
1144.77
1143.0
1134.58
1190.85
1190.66
1184.03
1206.2
1209.25
1218.99
1212.17
1172.91
1170.34
1173.45
1162.31
1176.54
1202.58
1203.98
1234.19
1243.61
1233.2
1241.99
1253.58
1269.0
1287.99
1331.53
1330.7
1333.0
1350.21
1390.86
1447.75
1503.22
1537.23
1514.9
1558.02
1554.01
1649.54
1720.28
1772.58
1828.45
1691.51
1776.89
1784.0
1705.48
1700.01
1782.99
1878.99
1958.0
2013.99
2017.55
2099.97
2264.23
2420.29
2292.53
2279.82
2042.0
2178.81
2292.1
2203.51
2298.01
2413.63
2488.94
2540.94
2530.27
2698.0
2880.74
2683.03
2806.0
2822.32
2899.99
2954.22
2667.06
2703.02
2450.0
2424.91
2484.68
2630.0
2516.98
2598.0
2740.0
2657.04
2713.48
2685.05
2557.66
2502.03
2421.22
2565.0
2559.9
2541.59
2465.49
2412.41
2504.37
2550.47
2596.12
2602.9
2600.39
2501.46
2550.07
2502.28
2323.45
2305.98
2388.0
2339.99
2213.37
1970.51
1917.63
2226.0
2303.71
2265.21
2875.03
2670.0
2832.71
2749.02
2759.98
2564.82
2524.99
2666.33
2777.01
2680.56
2742.37
2855.81
2731.0
2703.51
2793.37
2855.0
3263.62
3222.75
3387.55
3412.41
3342.99
3413.03
3645.06
3855.1
4053.87
4306.23
4155.67
4378.84
4276.5
4100.0
4099.55
4058.68
3987.52
4085.0
4108.12
4300.34
4355.98
4333.38
4337.68
4379.99
4578.82
4573.2
4734.26
4921.7
4599.9
4606.26
4277.0
4396.52
4605.8
4615.0
4312.0
4308.72
4226.22
4207.31
4172.56
3865.34
3227.79
3700.01
3678.93
3662.99
4101.6
3888.8
3874.46
3617.05
3612.18
3779.17
3664.22
3918.0
3888.03
4199.29
4184.84
4164.82
4326.09
4377.22
4391.48
4315.83
4219.53
4301.09
4362.95
4423.3
4597.98
4764.7
4749.29
4822.01
5445.0
5653.6
5801.29
5679.7
5745.72
5597.31
5582.05
5698.69
5977.29
6013.46
5969.0
5871.17
5523.4
5735.88
5890.0
5771.89
5730.69
6137.37
6119.99
6434.21
6741.59
7030.0
7146.82
7388.83
7372.72
6967.68
7130.28
7450.32
7148.0
6588.18
6355.13
5870.37
6525.17
6609.0
7294.0
7846.96
7674.99
7771.03
8016.58
8226.17
8095.23
8214.69
7989.0
8199.19
8717.99
9271.06
9708.07
9868.82
9824.68
9947.67
10840.45
10872.0
11250.0
11613.07
11677.0
13623.5
16599.99
15800.0
14607.49
14691.0
16470.0
16650.01
16250.0
16404.99
17471.5
19187.78
18953.0
18940.57
17700.0
16466.98
15600.01
14009.79
14619.0
14157.87
13911.28
15764.44
15364.93
14470.07
14340.0
12640.0
13880.0
13443.41
14678.94
15155.62
15143.67
16928.0
17149.67
16124.02
14999.99
14403.51
14890.02
13243.83
13781.41
14197.78
13647.99
13607.04
11386.34
11191.35
11247.57
11552.0
12775.99
11558.87
10808.99
10851.82
11400.96
11155.54
11092.95
11446.54
11685.58
11162.62
9971.0
10149.0
8998.99
8838.83
9225.86
8191.0
6874.27
7737.37
7588.01
8259.76
8693.98
8560.0
8067.0
8899.0
8522.99
9490.98
10018.0
10196.0
11101.0
10421.06
11173.0
11233.41
10449.4
9843.34
10166.1
9689.99
9590.04
10324.7
10566.3
10314.9
10903.13
11029.99
11445.0
11463.27
11419.24
10723.76
9913.03
9285.32
9230.0
8791.47
9535.04
9120.75
9142.32
8196.69
8265.05
8258.54
7860.83
8188.24
8596.93
8904.02
8893.79
8704.67
8920.79
8547.0
8453.9
8149.66
7791.7
7932.41
7088.38
6850.0
6928.62
6813.52
7052.76
7416.27
6799.95
6771.69
6618.33
6904.9
7027.26
6780.1
6835.67
6940.94
7923.78
7896.92
8000.41
8354.22
8048.15
7890.87
8172.84
8271.31
8861.0
8920.71
8789.96
8946.95
9648.0
8864.99
9274.48
8921.43
9345.11
9393.99
9242.17
9066.9
9222.0
9732.43
9696.57
9823.28
9623.54
9359.52
9167.69
9308.49
9020.99
8411.42
8481.6
8696.58
8674.36
8474.99
8346.59
8067.03
8248.87
8231.2
8518.48
8391.76
7984.08
7502.89
7586.88
7471.18
7335.99
7347.39
7112.5
7469.45
7375.73
7492.28
7511.6
7642.0
7703.67
7488.26
7617.98
7658.57
7689.28
7618.11
7492.7
6781.17
6880.61
6557.67
6307.4
6646.1
6390.6
6487.92
6453.41
6707.5
6736.52
6756.58
6718.33
6050.45
6177.38
6153.4
6253.61
6068.0
6135.64
5848.33
6204.24
6385.71
6349.99
6612.98
6507.99
6584.25
6533.69
6596.53
6759.99
6706.6
6666.75
6299.46
6380.0
6243.88
6215.59
6243.98
6349.3
6721.04
7310.71
7374.88
7471.42
7330.84
7409.92
7396.6
7719.62
8403.83
8174.06
7926.0
8183.05
8237.74
8216.74
8160.21
7725.43
7602.01
7536.37
7416.98
7009.99
7032.61
6936.11
6717.68
6283.59
6543.76
6139.99
6239.98
6310.82
6252.63
6193.62
6272.3
6313.51
6580.15
6399.28
6481.99
6260.82
6479.27
6355.76
6525.01
6692.94
6732.4
6700.46
6904.51
7080.94
7032.96
6984.01
7017.35
7185.01
7290.31
7258.99
7361.0
6679.3
6493.09
6400.0
6178.31
6236.04
6301.99
6279.99
6322.45
6485.7
6476.51
6520.15
6499.98
6254.52
6332.34
6388.4
6492.98
6749.45
6710.01
6702.22
6581.52
6428.99
6461.51
6681.62
6610.76
6579.38
6597.81
6571.2
6500.0
6456.77
6547.56
6582.12
6544.08
6577.63
6604.75
6588.8
6517.55
6152.76
6185.15
6199.69
6183.0
6441.74
6461.2
6437.29
6396.18
6383.46
6412.86
6413.38
6406.06
6393.41
6411.96
6393.53
6406.1
6407.66
6405.57
6266.52
6269.46
6303.27
6340.99
6350.43
6335.0
6421.76
6403.2
6447.5
6501.0
6405.49
6325.0
6349.32
6357.54
6318.0
6260.91
5595.91
5585.0
5508.71
5503.36
5559.26
4735.44
4352.0
4538.01
4275.23
4288.26
3785.65
3938.89
3727.34
3771.01
4220.16
4249.8
3971.06
4140.39
4102.05
3834.34
3903.52
3696.69
3437.26
3380.68
3398.8
3529.75
3408.0
3353.42
3430.18
3262.73
3195.75
3179.54
3193.78
3496.73
3667.16
3684.5
4073.77
3841.08
3980.9
3943.83
4036.0
3779.99
3810.01
3591.69
3884.97
3725.48
3835.79
3693.3
3823.44
3885.87
3787.81
3817.71
3791.84
4040.71
4005.45
3994.9
4002.13
3627.51
3632.02
3617.13
3515.95
3664.28
3576.93
3605.91
3638.01
3609.21
3681.0
3536.72
3531.51
3576.81
3552.32
3570.73
3560.0
3555.56
3533.23
3429.5
3390.5
3437.35
3413.11
3434.83
3462.82
3414.82
3410.87
3431.39
3364.62
3359.33
3622.94
3622.62
3650.37
3588.7
3585.94
3574.93
3560.46
3566.29
3579.92
3625.6
3869.8
3888.46
3936.53
3900.4
3939.82
4113.53
3730.68
3820.71
3795.06
3798.47
3791.36
3807.05
3810.46
3789.52
3698.66
3844.07
3851.55
3856.64
3844.64
3916.43
3897.92
3849.25
3859.74
3848.48
3854.77
3901.21
3990.0
3965.5
3969.59
3998.13
4031.59
3974.21
3982.07
3982.52
3969.99
3910.51
3922.58
4025.5
4012.23
4090.0
4094.92
4096.08
4136.32
4899.63
4978.23
4907.94
5039.73
5041.39
5190.85
5287.88
5192.6
5323.47
5040.2
5076.35
5063.63
5162.72
5027.31
5202.43
5233.72
5281.58
5289.91
5318.89
5295.65
5386.8
5531.32
5440.95
5132.55
5155.19
5168.91
5160.98
5149.11
5269.0
5318.42
5385.0
5658.22
5764.65
5709.32
5685.46
5751.54
5940.89
6156.7
6342.84
7217.47
6974.35
7810.05
7986.0
8208.69
7880.0
7351.71
7260.12
8200.0
8005.64
7955.16
7624.95
7880.22
7999.02
8064.64
8733.26
8770.73
8717.96
8663.41
8277.76
8547.2
8556.27
8734.49
8138.8
7665.53
7785.94
7806.07
8001.25
7932.27
7632.99
8021.1
7919.1
8176.27
8238.0
8697.54
8857.19
8974.19
9333.48
9078.84
9278.27
9534.99
10222.12
10661.3
10831.95
11029.63
11480.32
12920.54
11153.74
12354.43
11858.62
10760.1
10577.43
10828.9
11967.43
11146.34
10997.84
11240.0
11469.96
12286.14
12567.23
12098.95
11349.24
11808.91
11378.79
10191.87
10850.0
9412.81
9699.35
10648.6
10535.43
10750.11
10600.24
10328.83
9847.02
9763.67
9883.96
9846.94
9481.37
9533.19
9495.39
9593.62
10085.34
10407.71
10529.51
10821.52
10986.96
11800.0
11470.0
11971.57
11983.43
11859.32
11273.2
11528.73
11385.11
10862.28
10022.99
10301.44
10354.34
10210.89
10318.99
10927.3
10772.22
10134.75
10112.01
10401.6
10149.7
10136.75
10360.97
10167.29
9711.78
9490.0
9579.75
9594.15
9767.53
10384.48
10617.61
10586.26
10573.66
10311.09
10484.39
10400.18
10307.45
10096.0
10154.46
10420.34
10368.65
10355.37
10305.74
10269.98
10195.73
10152.09
10271.53
10169.02
9985.28
10020.58
9682.19
8536.82
8432.16
8055.03
8187.72
8218.07
8047.6
8298.45
8319.01
8373.42
8239.92
8152.07
8145.17
7854.12
8205.53
8178.54
8586.34
8582.11
8265.55
8303.43
8282.96
8362.99
8155.13
7995.89
8073.32
7955.08
7960.49
8235.74
8213.65
8025.9
7470.77
7435.0
8662.66
9252.75
9557.08
9216.44
9426.94
9159.94
9150.07
9250.45
9304.75
9207.0
9410.76
9320.14
9344.78
9199.36
8767.37
8812.21
9024.49
8720.36
8813.91
8755.24
8636.9
8463.49
8484.63
8499.31
8170.65
8121.63
8088.44
7611.51
7285.85
7320.39
6908.36
7122.14
7159.22
7527.84
7436.72
7753.69
7550.67
7412.66
7309.64
7300.43
7197.78
7390.42
7541.79
7502.65
7524.26
7340.52
7216.07
7207.42
7188.42
7257.47
7059.03
7115.08
6882.19
6612.3
7286.91
7149.57
7147.4
7509.7
7316.17
7251.52
7195.79
7188.3
7246.0
7296.24
7385.54
7220.24
7168.36
7178.68
6950.56
7338.91
7344.48
7356.7
7762.74
8159.01
8044.44
7806.78
8200.0
8016.22
8180.76
8105.01
8813.04
8809.17
8710.15
8892.63
8908.53
8696.6
8625.17
8717.89
8655.93
8378.44
8422.13
8329.5
8590.48
8894.54
9400.0
9289.18
9500.0
9327.85
9377.17
9329.39
9288.09
9159.37
9612.48
9754.63
9803.42
9902.0
10173.97
9850.01
10268.98
10348.78
10228.67
10364.04
9899.78
9912.89
9697.15
10185.17
9595.72
9612.76
9696.13
9668.13
9965.21
9652.58
9305.4
8779.36
8816.5
8703.84
8527.74
8528.95
8917.34
8755.45
8753.28
9066.65
9153.79
8893.93
8033.7
7936.25
7885.92
7934.57
4841.67
5622.74
5169.37
5343.64
5033.42
5324.99
5406.92
6181.18
6210.14
6187.78
5813.15
6493.51
6768.64
6692.22
6760.72
6376.03
6253.08
5870.9
6407.77
6421.14
6652.07
6801.99
6742.57
6879.61
6775.2
7352.43
7202.73
7367.36
7293.93
6877.03
6883.18
6908.24
6864.22
6879.75
6619.0
7111.67
7024.19
7262.26
7126.4
6841.0
6854.98
7137.79
7484.58
7505.53
7547.56
7701.73
7786.41
7767.79
8790.32
8627.32
8832.44
8983.79
8915.98
8882.87
9034.85
9154.32
10000.0
9801.35
9546.56
8731.17
8571.98
8825.46
9315.5
9793.5
9306.21
9389.07
9665.7
9721.91
9787.65
9516.51
9062.47
9171.96
9183.46
8718.77
8903.56
8840.91
9210.0
9577.38
9421.04
9705.1
9446.19
10203.64
9525.73
9668.99
9791.92
9619.99
9669.85
9750.04
9783.0
9776.84
9894.32
9264.26
9463.07
9473.46
9329.99
9435.15
9530.3
9461.29
9374.78
9304.32
9355.46
9283.03
9683.12
9622.81
9286.06
9239.48
9158.26
9009.3
9118.01
9188.88
9132.96
9233.38
9092.92
9063.08
9138.52
9076.82
9348.22
9257.16
9437.16
9234.9
9283.53
9238.3
9306.17
9233.1
9251.59
9190.07
9132.87
9156.5
9177.43
9211.99
9162.43
9391.25
9539.51
9617.2
9547.91
9710.98
9944.65
11046.19
10939.27
11111.17
11112.12
11356.74
11817.49
11071.66
11236.39
11192.42
11755.24
11770.08
11600.85
11776.9
11683.03
11895.12
11392.64
11565.35
11793.26
11779.77
11852.2
11914.02
12298.38
11958.1
11757.55
11859.37
11531.74
11667.7
11644.65
11761.8
11328.88
11469.3
11330.0
11536.58
11471.71
11708.97
11655.0
11923.96
11398.44
10160.0
10167.19
10260.17
10377.14
10123.96
10232.8
10342.59
10393.04
10443.33
10334.78
10675.15
10783.83
10951.54
10940.47
10931.2
11077.22
10923.5
10411.29
10534.31
10233.42
10744.02
10689.81
10729.09
10780.66
10689.48
10836.42
10778.22
10622.71
10578.54
10553.66
10669.63
10795.0
10606.33
10669.14
10585.77
11052.0
11301.2
11372.93
11535.98
11427.98
11428.84
11511.11
11321.86
11365.8
11519.97
11764.14
11921.11
12802.67
12983.26
12941.59
13122.73
13039.09
13066.73
13647.9
13274.73
13468.44
13562.13
13816.08
13762.0
13563.72
14041.58
14160.59
15605.04
15598.09
14838.97
15489.15
15332.04
15313.65
15707.89
16300.0
16335.58
16086.34
15975.49
16724.62
17680.63
17785.95
17825.47
18687.65
18725.0
18435.2
18383.35
19160.85
18732.43
17160.09
17154.39
17741.79
18192.03
19700.19
18771.43
19226.55
19448.4
18673.76
19162.16
19380.58
19173.5
18316.43
18556.64
18250.3
18040.02
18815.63
19162.36
19274.33
19434.87
21365.7
22814.24
23136.14
23842.99
23470.85
22732.01
23835.1
23247.71
23726.28
24705.15
26466.28
26259.6
27037.91
27370.0
28881.3
28992.79
29402.64
32216.53
33097.83
32005.88
34039.05
36849.94
39510.49
40667.07
40239.06
38173.73
35455.58
34035.02
37393.49
39134.35
36756.57
36000.0
35819.25
36616.95
35917.62
35496.91
30818.18
32992.06
32117.49
32288.83
32261.22
32504.53
30424.62
33484.87
34249.64
34323.0
33141.38
33532.74
34819.31
37691.63
36996.32
38320.0
39282.1
38858.39
46416.45
46505.2
44854.63
47981.48
47395.84
47228.48
48662.5
47659.76
49166.53
52174.28
51579.54
55988.58
55936.04
57492.91
54173.65
48887.93
49754.0
47088.58
46314.83
46109.98
45240.96
49629.33
48516.35
50379.68
48360.5
48739.21
48904.63
50967.3
52427.8
54929.02
55852.29
57772.09
57271.04
61165.19
59016.39
55644.37
56908.34
58901.8
57648.05
58072.0
58138.39
54070.92
54361.57
55081.37
55790.92
57600.1
58760.59
58782.58
58728.53
59003.6
57064.42
58212.18
59125.0
58018.3
55932.83
58096.6
58143.82
59766.93
59979.26
59831.66
63564.48
64450.11
63239.19
61436.24
60032.29
56280.6
55694.55
56503.19
53806.24
51683.95
51176.65
50433.94
49128.43
54073.41
55091.39
54901.97
53593.97
57775.27
57851.91
56622.66
57222.37
53236.84
57509.93
56447.39
57381.73
58984.75
58305.24
55880.72
56763.7
49386.56
49694.96
49880.43
46708.89
46444.75
43593.39
42877.75
36780.43
40640.9
37335.16
37500.54
34706.79
38839.86
38397.72
