price,label
0.17095748029559246,1
-0.7170540874203317,1
-0.719964638945394,1
-0.7023013347867278,1
-0.84968716479219,1
-1.1347277263817066,1
0.35835200627267905,0
-0.26519577711128317,0
-0.7376709699185932,0
-0.9417994739799569,0
2.458952432293908,1
-0.46924752346030085,0
-0.9734794269668055,0
0.11805680862010713,0
-0.9313597611068573,0
-1.1357679394626854,0
1.7653963032980358,0
-0.9018703244956943,1
-0.9865974262457751,1
1.5800885778258005,1
1.1347720697103048,1
-0.31725184835334275,0
1.7186856497676521,1
-0.45156137790626544,0
-0.8675782189104985,1
1.378320971013721,0
2.0248724299132346,1
-0.9915392683729889,1
2.084974117076538,1
-0.866360055423735,0
-1.1472684492323584,0
0.9982308561505077,1
-0.02397683093435424,1
0.9217748627015377,1
-0.9816518657518732,1
-0.8780187285764599,0
1.3205667684198628,0
0.6852500888706372,0
-1.1396380951908822,0
-0.21248952289405815,0
0.985131847101409,1
1.5220610752803714,0
0.11679309514141507,0
-0.7330690927457144,1
0.5330233438337797,0
1.2705534084776393,0
-0.8354754345116957,1
-0.6937031430158794,1
-0.9570138352781185,1
1.7935581502027584,1
-0.8692064651234286,1
-0.27719919597551335,0
1.792490846164481,1
-0.7699470567648206,0
-0.8379601002521673,1
-1.127223398411193,1
-0.3281216965729622,1
1.124318014565694,0
0.9295074718269352,1
-0.9829319134842306,1
1.232683702943309,1
-0.8970009905188974,0
-0.8376413831074783,1
0.7653622991644311,0
-0.8899933300988575,1
0.05006859851028403,0
-0.09533786522784896,1
0.12754236204129385,0
-0.970660905017272,0
0.5581385204328956,0
0.9604915590478791,0
-0.2910575486218336,0
-0.3629353030861554,1
-0.9590028958585988,1
-0.614238194123425,1
-0.2886953233844468,0
0.6537333456216312,0
-0.7595394812038104,0
1.9396072273838705,1
-0.9488568011550439,0
-0.7805712271854088,0
0.8007425582011192,0
0.9332922379201174,1
-0.5609465627504542,0
0.8984798265962167,1
-0.9654355374300954,1
0.5156776944293202,1
1.906893966854178,0
1.0888001759615484,1
-0.4218452537259423,0
0.21324699583389795,1
0.3762042831383837,0
-0.9888882057232274,1
-1.1259142677393827,0
-0.8472145837434546,1
-0.9904406238154836,1
-0.9808042109458107,1
-0.8223271571039806,1
-0.8061818761457062,1
2.1220030733429405,0
-1.0457433603714419,0
-0.8254960023150513,0
-0.08237510775810496,1
0.845772509988509,1
0.09539283246127009,0
-0.809515391881533,1
0.946318738818799,1
-0.5982083153312902,1
-0.6555388897203326,0
0.5610776237021697,0
-0.8938090383148365,1
-1.1470174594809157,0
-0.9625947052804337,0
-0.9893195362590399,1
-0.18627663132910868,0
-0.8443736187949826,1
-0.7972609832658603,0
0.8825806218334041,0
-0.9641434050060019,0
-1.1283940199238738,1
0.7154798788491505,0
2.4478238919918494,1
-0.9305936447703109,1
-0.13659500281498246,0
-0.9908888198002025,1
-0.9845666668388648,1
0.05671278858656795,0
0.8242224502503603,1
-0.6964876684699793,1
-0.8272521337822879,1
-0.8014089541051778,1
0.6778622254567453,0
-0.5867588003047675,0
-0.9967412633695548,1
-0.987445346649458,1
-1.1369769398315392,0
-0.9676840868858764,0
1.1605811200931713,1
-0.9103705107445508,1
2.0497585285646056,1
-0.881486238311866,0
1.7934962659571645,1
0.23806125032890363,0
-0.9608607512145151,0
-0.8086244446633168,1
2.033575931140641,1
1.2082872335054664,1
-0.10356634511085798,1
-0.756082064177986,0
-0.09014675973372643,1
-0.8373481633343645,1
-0.7938274700258874,0
0.2867243119681278,0
-0.4195860803653383,0
0.2689444104540296,1
-0.4685511264991554,0
-0.7629363419721441,1
-0.8942969411438315,0
0.7637023140358424,0
1.867318858998141,0
1.197009427340645,0
-0.5149086679929853,1
0.08188666225983111,0
-0.40295701334118805,0
-0.891720777023072,1
0.21043219225105256,0
0.4277585076763684,1
-1.056872564667552,1
-0.8115150763668361,1
0.7669006405827968,1
1.9585087476496537,1
-0.6759318734244499,1
-0.7818155520377988,1
-0.7766721213165694,1
2.1901272694344973,1
-0.2623188236852235,0
0.29031333261494685,1
-0.42916459295372594,0
0.5093956467086889,0
-1.0468017668894303,1
1.0256346874461117,0
1.5759067432898597,1
-0.7536850456523038,0
0.21493141594357942,0
-0.9948253749335431,0
-0.8324939684219401,1
-0.8645336733858565,0
-0.7372221099398228,1
-1.1315736218385777,1
-0.9158475320772215,1
1.3967448139589012,1
-0.7348400976797032,1
-0.9840990822278438,0
-0.769395410506888,0
1.5420652240679682,0
-0.8199420904712243,0
-0.9044240456175152,1
-0.9889139686924232,1
0.22880464205665174,1
0.6198201150421847,1
2.214971802058249,1
-0.8258100715013803,1
0.2732933058933114,1
-0.9425840493511328,0
-0.9977586350551643,0
-0.4169906604170872,0
0.3846780424239932,0
-0.8000520158616642,1
-0.952138658153669,0
1.7576047315008712,1
-0.77727834788553,0
2.2589989900291605,1
-0.958686701891305,1
-1.0242770966825843,1
-0.46323917408767157,0
0.2975551173375229,1
2.1632934106326456,0
0.23333255029220065,1
0.23482042816265722,1
-0.4197414549733741,0
0.693155203650597,0
1.4480315816929676,1
-1.1230220424501403,1
-0.9082312547096361,1
0.9392811986664447,1
-0.33796979074623273,1
-0.8633366249099286,0
-0.9408988324485896,0
-0.2968058779239208,1
1.645520543636407,1
-0.13952826293660373,0
-0.9854272031295253,1
0.18066613571806156,1
0.7998501501959902,0
0.5024364578544042,0
-0.28989263745799515,0
0.8799804211279829,1
0.30863000692022546,0
-1.1229783516415557,0
1.5171524328557293,1
0.10306435413393499,0
0.0980907730910626,0
-1.115396336367024,0
-0.7235980143948489,1
0.06530394202047118,1
-0.7301528308718098,0
-0.3304685171483558,0
-0.8351409143085825,1
0.6160858124969114,1
-1.1264753427128458,1
-0.9191700255117944,1
1.5286119077930234,0
-0.9415034654318268,0
1.845736396350282,1
-0.8405654801111899,1
0.22621081569412427,1
0.8503569905172401,1
-0.9899013278469077,1
-0.9976634183081885,0
2.330705434028212,1
-0.43172920357799033,0
2.00224191905459,0
-0.8388869031491609,1
-0.7048373936667806,0
-0.8112052567424363,1
-0.7476237095543699,0
0.14221928655422372,0
0.0759198789148216,1
-0.8444890209611221,1
